visitorid,purchase_recency_days,purchase_occasion_count,purchase_event_count,total_events,active_days,cart_per_view,transaction_per_view,activity_span_days,mean_interevent_hours,session_count_30m,distinct_top_categories,top_category_share,snapshot_id,category_coverage_flag
8411,7.133912523148148,2,2,11,2,0.2857142857142857,0.2857142857142857,17.94400046296296,43.06560111111111,2,2,0.7272727272727273,snapshot_20150919T025947Z,1
8516,95.2558510763889,1,1,9,2,0.14285714285714285,0.14285714285714285,31.01156824074074,93.03470472222222,2,1,1.0,snapshot_20150919T025947Z,1
8670,30.458550844907407,1,1,12,3,0.1,0.1,1.7095802314814814,3.7299932323232317,7,1,1.0,snapshot_20150919T025947Z,1
8731,93.24851736111111,2,2,9,1,0.4,0.4,0.10269918981481481,0.30809756944444444,2,1,1.0,snapshot_20150919T025947Z,1
8876,135.14097515046296,1,1,3,1,1.0,1.0,0.004720532407407408,0.05664638888888889,1,0,0.0,snapshot_20150919T025947Z,0
8914,129.40669053240742,1,1,38,9,0.05714285714285714,0.02857142857142857,91.00841810185186,59.03248741741742,13,2,0.8888888888888888,snapshot_20150919T025947Z,1
9079,31.01936681712963,1,2,8,1,0.5,0.5,0.06347574074074074,0.2176311111111111,2,1,1.0,snapshot_20150919T025947Z,1
9099,88.80499534722223,1,1,6,1,0.25,0.25,0.019338020833333334,0.0928225,1,1,1.0,snapshot_20150919T025947Z,1
9145,8.386096990740741,2,3,23,3,0.8181818181818182,0.2727272727272727,44.0324746875,48.035426931818186,3,2,0.6086956521739131,snapshot_20150919T025947Z,1
9155,23.844014965277776,1,1,3,1,0.0,0.0,0.024176550925925924,0.29011861111111115,1,1,1.0,snapshot_20150919T025947Z,1
9235,69.83044398148148,1,1,2,1,0.0,1.0,0.0036353703703703704,0.08724888888888889,1,1,1.0,snapshot_20150919T025947Z,1
9498,6.141966782407408,1,1,6,2,0.25,0.25,0.050724907407407406,0.24347955555555556,2,1,1.0,snapshot_20150919T025947Z,1
9519,52.94081267361111,1,1,3,1,1.0,1.0,0.010841956018518518,0.13010347222222224,1,1,1.0,snapshot_20150919T025947Z,1
10023,55.87679697916666,1,2,11,1,0.2857142857142857,0.2857142857142857,0.017153402777777778,0.041168166666666665,1,1,1.0,snapshot_20150919T025947Z,1
10248,67.92042166666667,1,1,3,1,1.0,1.0,0.0052136689814814815,0.06256402777777778,1,1,1.0,snapshot_20150919T025947Z,1
10443,123.23174090277779,1,1,3,1,1.0,1.0,0.007273263888888888,0.08727916666666667,1,1,1.0,snapshot_20150919T025947Z,1
10539,120.02431704861112,1,1,9,3,0.14285714285714285,0.14285714285714285,33.00706141203704,99.0211842361111,4,3,0.4444444444444444,snapshot_20150919T025947Z,1
10560,136.83937732638887,1,1,4,1,0.0,0.3333333333333333,0.11116206018518518,0.8892964814814815,2,0,0.0,snapshot_20150919T025947Z,0
10685,42.15432960648148,1,1,3,1,1.0,1.0,0.006032037037037037,0.07238444444444445,1,0,0.0,snapshot_20150919T025947Z,0
11172,2.2607185185185186,1,1,6,1,0.25,0.25,0.7919165509259258,3.801199444444445,4,1,1.0,snapshot_20150919T025947Z,1
11209,37.18752755787037,1,4,22,1,0.38461538461538464,0.3076923076923077,0.22121898148148147,0.2528216931216931,2,2,0.6428571428571429,snapshot_20150919T025947Z,1
11248,115.35988498842592,3,3,13,1,0.6666666666666666,0.5,0.06275903935185186,0.1255180787037037,3,1,1.0,snapshot_20150919T025947Z,1
11287,73.13048616898148,1,1,4,1,0.5,0.5,0.02771810185185185,0.2217448148148148,2,1,1.0,snapshot_20150919T025947Z,1
11333,77.08320733796296,2,2,52,11,0.06382978723404255,0.0425531914893617,45.82378305555556,21.56413320261438,13,7,0.3125,snapshot_20150919T025947Z,1
11438,3.2368834375,1,1,4,1,0.5,0.5,0.02172818287037037,0.17382546296296297,1,1,1.0,snapshot_20150919T025947Z,1
11462,71.97361804398149,1,1,20,1,0.05555555555555555,0.05555555555555555,0.09081984953703703,0.11471980994152046,2,1,1.0,snapshot_20150919T025947Z,1
11508,91.37355942129629,1,1,6,1,0.25,0.25,0.04614378472222222,0.22149016666666665,2,2,0.8333333333333334,snapshot_20150919T025947Z,1
12046,118.45012802083335,1,1,13,2,5.0,0.5,3.594249398148148,7.188498796296297,2,1,1.0,snapshot_20150919T025947Z,1
12067,28.89355357638889,1,1,5,2,0.0,0.25,3.602058761574074,21.612352569444447,2,2,0.6,snapshot_20150919T025947Z,1
12134,2.9981333680555555,1,1,2,1,0.0,0.0,0.001872986111111111,0.04495166666666667,1,1,1.0,snapshot_20150919T025947Z,1
12148,108.46649033564816,1,3,31,3,0.12,0.12,4.841866388888889,3.8734931111111104,5,2,0.64,snapshot_20150919T025947Z,1
12295,91.24347554398148,1,1,5,1,0.3333333333333333,0.3333333333333333,0.008243414351851852,0.04946048611111111,1,0,0.0,snapshot_20150919T025947Z,0
12356,50.932777928240746,1,1,62,9,0.016666666666666666,0.016666666666666666,105.02199605324076,41.32012959471767,12,5,0.42592592592592593,snapshot_20150919T025947Z,1
12506,60.4026825462963,2,2,7,2,0.6666666666666666,0.6666666666666666,29.952902118055555,119.81160847222223,2,1,1.0,snapshot_20150919T025947Z,1
12579,134.45944421296298,1,2,165,13,0.16428571428571428,0.014285714285714285,80.49637163194444,11.779956824186991,15,6,0.7419354838709677,snapshot_20150919T025947Z,1
13151,88.1087447337963,1,3,10,2,0.75,0.75,0.0234384375,0.0625025,1,1,1.0,snapshot_20150919T025947Z,1
13240,25.55692277777778,1,1,3,1,1.0,1.0,0.005232974537037037,0.06279569444444444,1,1,1.0,snapshot_20150919T025947Z,1
13455,83.08501222222222,2,3,19,2,0.23076923076923078,0.23076923076923078,0.18339763888888888,0.24453018518518516,2,1,1.0,snapshot_20150919T025947Z,1
13764,111.15436376157406,1,1,5,2,0.3333333333333333,0.3333333333333333,13.043802777777778,78.26281666666667,2,1,1.0,snapshot_20150919T025947Z,1
13833,27.10786325231481,2,3,17,2,0.2727272727272727,0.2727272727272727,0.28080011574074076,0.4212001736111111,5,4,0.4117647058823529,snapshot_20150919T025947Z,1
14618,59.34452722222222,1,1,4,1,0.5,0.5,0.014501736111111111,0.1160138888888889,1,1,1.0,snapshot_20150919T025947Z,1
14796,28.339931284722223,1,1,5,1,1.0,0.5,0.024541469907407406,0.14724881944444446,1,1,1.0,snapshot_20150919T025947Z,1
14885,72.12023084490741,1,1,6,2,0.25,0.25,14.067815138888887,67.52551266666669,2,2,0.6,snapshot_20150919T025947Z,1
14903,31.394585914351854,1,1,5,1,0.3333333333333333,0.3333333333333333,0.007170069444444445,0.043020416666666665,1,1,1.0,snapshot_20150919T025947Z,1
15218,65.35400076388889,1,1,2,1,0.0,1.0,0.0009582175925925926,0.022997222222222224,1,1,1.0,snapshot_20150919T025947Z,1
15299,125.08444994212962,1,1,6,2,0.25,0.25,1.0334107060185185,4.960371388888889,2,1,1.0,snapshot_20150919T025947Z,1
15318,53.250950312499995,1,1,3,1,1.0,1.0,0.002306875,0.0276825,1,1,1.0,snapshot_20150919T025947Z,1
15653,113.22761430555556,2,2,19,7,0.13333333333333333,0.13333333333333333,108.84147511574074,145.12196682098764,7,2,0.9473684210526315,snapshot_20150919T025947Z,1
15852,44.78607976851852,1,1,3,1,1.0,1.0,0.006440347222222222,0.07728416666666667,1,1,1.0,snapshot_20150919T025947Z,1
16158,102.98439635416668,1,1,5,1,0.3333333333333333,0.3333333333333333,0.005442337962962963,0.032654027777777775,1,1,1.0,snapshot_20150919T025947Z,1
16357,121.99437138888888,1,1,5,2,0.3333333333333333,0.3333333333333333,6.089574479166666,36.537446875,3,1,1.0,snapshot_20150919T025947Z,1
16655,66.40121342592593,1,2,11,1,0.2857142857142857,0.2857142857142857,0.0724702199074074,0.17392852777777779,2,2,0.9,snapshot_20150919T025947Z,1
16766,55.32907141203703,1,1,3,1,1.0,1.0,0.004917835648148149,0.05901402777777778,1,1,1.0,snapshot_20150919T025947Z,1
16945,90.23654855324074,1,1,3,1,1.0,1.0,0.006034444444444444,0.07241333333333333,1,1,1.0,snapshot_20150919T025947Z,1
16975,84.51241793981481,1,1,3,1,1.0,1.0,0.0030026851851851855,0.03603222222222222,1,1,1.0,snapshot_20150919T025947Z,1
17028,44.393248310185186,1,1,17,7,0.06666666666666667,0.06666666666666667,123.84866383101851,185.77299574652778,7,2,0.6666666666666666,snapshot_20150919T025947Z,1
17067,66.45626395833334,1,1,7,3,0.2,0.2,3.5230079398148146,14.092031759259262,4,0,0.0,snapshot_20150919T025947Z,0
17476,52.5137822337963,1,7,39,1,0.6,0.35,0.47013038194444445,0.296924451754386,3,2,0.9230769230769231,snapshot_20150919T025947Z,1
17569,127.22265760416667,1,1,3,1,1.0,1.0,0.001998738425925926,0.023984861111111113,1,1,1.0,snapshot_20150919T025947Z,1
17591,81.16956443287036,1,2,15,2,0.18181818181818182,0.18181818181818182,1.010579675925926,1.7324223015873017,3,1,1.0,snapshot_20150919T025947Z,1
17629,19.978539189814814,2,2,11,2,0.5,0.3333333333333333,4.574398923611111,10.978557416666668,2,1,1.0,snapshot_20150919T025947Z,1
17676,28.3524274537037,39,42,274,6,0.29608938547486036,0.2346368715083799,5.089509918981482,0.44742944342694346,27,13,0.488,snapshot_20150919T025947Z,1
17746,115.46231,1,1,4,2,0.5,0.5,0.9881822569444444,7.905458055555555,2,1,1.0,snapshot_20150919T025947Z,1
17800,116.1827206712963,1,1,4,2,0.5,0.5,60.0741805787037,480.5934446296297,2,1,1.0,snapshot_20150919T025947Z,1
17857,42.973735671296296,1,1,12,1,0.1,0.1,0.04869399305555556,0.10624143939393939,2,1,1.0,snapshot_20150919T025947Z,1
17970,7.195777511574074,1,1,6,2,0.25,0.25,48.11551185185185,230.9544568888889,2,2,0.6666666666666666,snapshot_20150919T025947Z,1
18024,16.277100891203702,1,1,16,3,0.0,0.06666666666666667,104.91615796296297,167.8658527407407,5,1,1.0,snapshot_20150919T025947Z,1
18029,135.20971818287038,1,1,3,2,1.0,1.0,83.90101579861111,1006.8121895833332,2,1,1.0,snapshot_20150919T025947Z,1
18032,127.33823952546295,1,1,3,1,1.0,1.0,0.0014563657407407407,0.01747638888888889,1,0,0.0,snapshot_20150919T025947Z,0
18060,128.44923123842594,1,1,10,1,0.2857142857142857,0.14285714285714285,0.06757746527777778,0.18020657407407406,2,0,0.0,snapshot_20150919T025947Z,0
18195,134.0667858101852,1,1,5,2,1.0,0.5,0.10015662037037036,0.6009397222222224,2,0,0.0,snapshot_20150919T025947Z,0
18197,75.25161616898149,1,1,13,4,0.2,0.1,17.14973199074074,34.29946398148148,4,1,1.0,snapshot_20150919T025947Z,1
18424,37.934625995370375,1,2,27,3,0.19047619047619047,0.09523809523809523,5.148919791666667,4.752849038461537,5,3,0.6666666666666666,snapshot_20150919T025947Z,1
18573,47.111272766203705,1,3,25,2,0.15789473684210525,0.15789473684210525,0.05297487268518519,0.052974872685185186,1,1,1.0,snapshot_20150919T025947Z,1
18688,74.41902898148149,1,1,4,2,0.5,0.5,40.76237896990741,326.0990317592593,3,1,1.0,snapshot_20150919T025947Z,1
19052,11.074979282407407,1,1,6,1,0.25,0.25,0.018539560185185187,0.08898988888888888,1,1,1.0,snapshot_20150919T025947Z,1
19206,42.95448864583334,1,1,5,1,1.0,0.5,0.0071809259259259265,0.04308555555555556,1,1,1.0,snapshot_20150919T025947Z,1
19268,33.064273391203706,1,1,4,1,0.5,0.5,0.003553136574074074,0.02842509259259259,1,1,1.0,snapshot_20150919T025947Z,1
19500,62.246693136574066,1,1,2,1,0.0,0.0,0.0047279629629629625,0.1134711111111111,1,1,1.0,snapshot_20150919T025947Z,1
19506,22.28545869212963,1,1,18,1,0.13333333333333333,0.06666666666666667,0.08138466435185185,0.11489599673202615,2,1,1.0,snapshot_20150919T025947Z,1
19512,31.923025624999998,1,1,2,1,0.0,1.0,0.0006382986111111111,0.015319166666666667,1,1,1.0,snapshot_20150919T025947Z,1
19832,72.64979675925926,1,1,19,3,0.058823529411764705,0.058823529411764705,4.963364224537037,6.6178189660493825,4,1,1.0,snapshot_20150919T025947Z,1
19967,95.3126482175926,1,1,31,3,0.034482758620689655,0.034482758620689655,40.98720935185185,32.78976748148148,3,2,0.875,snapshot_20150919T025947Z,1
20099,125.52945299768518,1,1,9,1,0.0,0.125,0.36591855324074074,1.0977556597222222,5,0,0.0,snapshot_20150919T025947Z,0
20167,70.01000903935186,1,1,7,1,0.5,0.25,0.005640555555555556,0.022562222222222223,1,1,1.0,snapshot_20150919T025947Z,1
20389,79.27648952546296,1,1,5,1,0.3333333333333333,0.3333333333333333,0.016498194444444444,0.09898916666666667,1,1,1.0,snapshot_20150919T025947Z,1
20815,25.917369756944446,1,1,4,1,0.5,0.5,0.0009366666666666666,0.007493333333333334,1,1,1.0,snapshot_20150919T025947Z,1
20984,18.256533368055557,1,1,8,1,0.16666666666666666,0.16666666666666666,0.01968678240740741,0.06749753968253967,1,1,1.0,snapshot_20150919T025947Z,1
21048,105.02759356481482,1,1,4,1,0.5,0.5,0.002635266203703704,0.021082129629629628,1,1,1.0,snapshot_20150919T025947Z,1
21070,73.26142497685186,1,1,7,3,0.2,0.2,11.88171650462963,47.52686601851852,4,1,1.0,snapshot_20150919T025947Z,1
21079,85.34036055555555,1,1,3,1,1.0,1.0,0.005984560185185186,0.07181472222222222,1,1,1.0,snapshot_20150919T025947Z,1
21302,108.31462211805555,1,1,5,1,0.3333333333333333,0.3333333333333333,0.03128579861111111,0.18771479166666666,1,1,1.0,snapshot_20150919T025947Z,1
21574,25.69895916666667,1,1,10,2,0.125,0.125,1.645438784722222,4.387836759259259,6,1,1.0,snapshot_20150919T025947Z,1
21610,119.65853912037036,1,3,30,6,0.2857142857142857,0.14285714285714285,102.87900981481482,85.14124950191571,10,2,0.5862068965517241,snapshot_20150919T025947Z,1
21712,83.22484375,1,6,58,1,0.40540540540540543,0.16216216216216217,0.03657130787037037,0.015398445419103313,1,1,1.0,snapshot_20150919T025947Z,1
21976,95.280216875,1,1,11,2,0.1111111111111111,0.1111111111111111,7.0448238773148155,16.907577305555556,2,1,1.0,snapshot_20150919T025947Z,1
22079,10.096826122685185,1,1,4,2,0.5,0.5,13.030374236111111,104.2429938888889,2,1,1.0,snapshot_20150919T025947Z,1
22090,109.16601737268519,1,1,4,2,0.5,0.5,4.024390625,32.195125,2,1,1.0,snapshot_20150919T025947Z,1
22276,96.81219423611111,1,1,10,2,0.125,0.125,1.143430150462963,3.0491470679012345,4,1,1.0,snapshot_20150919T025947Z,1
22596,108.2026613310185,1,1,3,1,1.0,1.0,0.003269189814814815,0.03923027777777778,1,1,1.0,snapshot_20150919T025947Z,1
22666,66.39057539351852,1,1,6,1,0.25,0.25,0.014066909722222224,0.06752116666666666,1,1,1.0,snapshot_20150919T025947Z,1
22778,33.52745962962963,1,1,10,1,0.5,0.16666666666666666,0.016542685185185185,0.04411382716049383,1,1,1.0,snapshot_20150919T025947Z,1
22944,105.26844127314814,1,1,6,1,0.25,0.25,0.021001979166666667,0.1008095,1,1,1.0,snapshot_20150919T025947Z,1
22990,110.18978526620371,3,11,58,3,0.42424242424242425,0.3333333333333333,2.3977248032407408,1.0095683382066276,4,1,1.0,snapshot_20150919T025947Z,1
22998,50.504227685185185,1,1,14,3,0.08333333333333333,0.08333333333333333,20.830747581018517,38.45676476495727,3,2,0.8333333333333334,snapshot_20150919T025947Z,1
23076,77.2651979861111,2,2,35,6,0.13793103448275862,0.06896551724137931,72.14464349537037,50.925630702614384,8,5,0.5294117647058824,snapshot_20150919T025947Z,1
23497,125.95332608796296,1,1,5,2,0.3333333333333333,0.3333333333333333,1.0769269675925925,6.461561805555556,2,0,0.0,snapshot_20150919T025947Z,0
23645,35.38301262731482,1,1,3,1,1.0,1.0,0.0012909027777777778,0.015490833333333332,1,1,1.0,snapshot_20150919T025947Z,1
23730,96.91224947916668,1,1,4,1,0.5,0.5,0.03251997685185185,0.2601598148148148,2,2,0.75,snapshot_20150919T025947Z,1
23964,134.27543024305555,1,1,2,1,0.0,0.0,0.0012797800925925926,0.03071472222222222,1,0,0.0,snapshot_20150919T025947Z,0
24067,66.38431583333333,1,2,5,1,0.5,1.0,0.00783111111111111,0.04698666666666667,1,1,1.0,snapshot_20150919T025947Z,1
24142,88.06969506944445,1,1,3,1,1.0,1.0,0.0035507175925925923,0.04260861111111111,1,1,1.0,snapshot_20150919T025947Z,1
24166,87.27093368055556,1,1,3,1,1.0,1.0,0.003264733796296296,0.039176805555555555,1,1,1.0,snapshot_20150919T025947Z,1
24409,47.08306203703704,1,2,15,2,0.18181818181818182,0.18181818181818182,0.048695972222222224,0.08347880952380951,2,3,0.4,snapshot_20150919T025947Z,1
24644,41.2289390625,1,1,25,5,0.09090909090909091,0.045454545454545456,6.23607787037037,6.23607787037037,11,1,1.0,snapshot_20150919T025947Z,1
