visitorid,timestamp
6699,1431039647162
6699,1431040190633
6699,1431040380409
6699,1431040386928
6699,1431040480776
6699,1431040583068
6699,1431043410515
6699,1431043522905
6699,1431044122208
6699,1431044193978
6699,1431044237685
6699,1431044263005
6699,1431044303084
6699,1431044304026
6699,1431044842310
6699,1431044892669
6699,1431044975511
6699,1431045377826
6699,1431045471610
6699,1431045492508
6699,1431045511460
6699,1431045524991
6699,1431045535688
6699,1431045544895
6699,1431045555619
6699,1431045573793
6699,1431045584384
6699,1431045593800
6699,1431045605570
6699,1431045615235
6699,1431045628233
6699,1431045637742
6699,1431045658589
6699,1431045669215
6699,1431045679888
6699,1431045695176
6699,1431045760367
6699,1431045841002
6699,1431046040141
6699,1431046043871
6699,1431046266446
6699,1431046737219
6699,1431048893092
6699,1431048961642
6699,1431049113649
6699,1431050890716
6699,1431050913319
6699,1431050935069
6699,1431051098913
6699,1431051124242
6699,1431051140823
6699,1431051146713
6699,1431051150468
6699,1431051152472
6699,1431051161593
6699,1431051227595
6699,1431051257149
6699,1431051315631
6699,1431051378267
6699,1431051525706
6699,1431052348203
6699,1431052365372
6699,1431053776562
6699,1431053796428
6699,1431053931976
6699,1431054048164
6699,1431054066009
6750,1442197477967
6750,1442197654299
6750,1442203065690
6750,1442203279263
6750,1442203562678
6750,1442203626766
6750,1442203658186
6750,1442244998666
6750,1442249056731
6855,1438068741140
6855,1438108603920
6855,1438108688160
6855,1438108836958
6911,1440011412729
6911,1440011415881
6911,1440011564837
6952,1441816468021
6952,1441816485972
6952,1441816496705
6952,1441816536752
6952,1441816568270
6952,1441816574319
6952,1441817010302
6952,1441817035988
6952,1441819266409
6952,1441819266416
6952,1441819266424
6952,1441819336835
6952,1441819440356
6952,1441819462110
6955,1436421653891
6955,1436421861805
6955,1436422841295
6958,1435525675076
6958,1435525896987
6958,1435526352773
6958,1435526465252
6958,1435526576558
6958,1435526927965
6958,1435527045734
6958,1436105657217
6958,1436106305115
6958,1436106438128
6958,1436106571131
6958,1436106649751
6958,1436106650774
6958,1436106676145
6958,1436106720922
6958,1436106757026
6958,1436106758053
6958,1436106820588
6958,1436106936587
6958,1436107080462
6958,1436107096653
6958,1436107145439
6958,1436107152777
6958,1436107171350
6958,1436107176475
6958,1436107235715
6958,1436107270192
6958,1436107311587
6958,1436107312913
6958,1436107449752
6958,1436107538597
6958,1436107593159
6958,1436107594536
6958,1436107651142
6958,1436107690125
6958,1436107723810
6958,1436107724689
6958,1436107876318
6958,1436107916288
6958,1436107919742
6958,1436108056344
6958,1436108915230
6958,1436108916443
6958,1436109077286
6958,1436109097940
6958,1436109182293
6958,1436109183498
6958,1436109651853
6958,1436109710151
6958,1436109735903
6958,1436109760501
6958,1436109764386
6958,1436109866696
6958,1436109939192
6958,1436109940475
6958,1436110038529
6958,1436110098486
6958,1436110141046
6958,1436110192341
6958,1436110193958
6958,1436110439243
6958,1436110478196
6958,1436110531228
6958,1436110590860
6958,1436110592126
6958,1436110657948
6958,1436110658971
6958,1436110792031
6958,1436110821535
6958,1436110841108
6958,1436110842249
6958,1436110907380
6958,1436110962907
6958,1436110964013
6958,1436111019069
6958,1436111106758
6958,1436111155886
6958,1436111240677
6958,1436111584507
6958,1436111597963
6958,1436111611502
6958,1436111622911
6958,1436111632050
6958,1436111749390
6958,1436111750513
6958,1436111762792
6958,1436111817954
6958,1436117657453
6958,1436117659041
6958,1436117715601
6958,1436117717011
6958,1436117890746
6958,1436118007200
6958,1436118143023
6958,1436118146628
6958,1436118163396
6958,1436118199951
6958,1436118227773
6958,1436118232902
6958,1436118301624
6958,1436123999684
6958,1436406890558
6958,1436483367400
6958,1436483492579
6958,1436484860137
6958,1436484946163
6958,1436485047386
6958,1436485181103
6958,1436485313169
6958,1436485693432
6958,1436485960130
6958,1436486006260
6958,1436486066790
6958,1436486083544
6958,1436486117397
6958,1436486174149
6958,1436486203897
6958,1436486259336
6958,1436486275496
6958,1436486283280
6958,1436486387854
6958,1436486393386
6958,1436486543237
6958,1436486548633
6958,1436486560929
6958,1436486566433
6958,1436486644382
6958,1436486648269
6958,1436486677908
6958,1436486811774
6958,1436486824463
6958,1436486862907
6958,1436486873466
6958,1436486961000
6958,1436486996040
6958,1436487008105
6958,1436487042652
6958,1436487085582
6958,1436487146353
6958,1436487236624
6958,1436487261198
6958,1436487320718
6958,1436487334973
6958,1436487360126
6958,1436487385119
6958,1436487405237
6958,1436487460544
6958,1436487476344
6958,1436487515729
6958,1436487612671
6958,1436487651354
6958,1436487726695
6958,1436487771205
6958,1436487775341
6958,1436487915929
6958,1436487942255
6958,1436487962878
6958,1436488004207
6958,1436488021831
6958,1436488058168
6958,1436488062637
6958,1436488142799
6958,1436488184962
6958,1436488186185
6958,1436488261417
6958,1436488307573
6958,1436488309463
6958,1436488365181
6958,1436488390982
6958,1436488578823
6958,1436488595544
6958,1436488724941
6958,1436488742854
6958,1436488748388
6958,1436488803414
6958,1436488888221
6958,1436488904182
6958,1436488941943
6958,1436488958235
6958,1436489022356
6958,1436489028244
6958,1436489038116
6958,1436489121925
6958,1436489343951
6958,1436489380414
6958,1436489382214
6958,1436489406916
6958,1436489420172
6958,1436489500514
6958,1436489516206
6958,1436489518197
6958,1436489520259
6958,1436489539238
6958,1436489586783
6958,1436489605354
6958,1436489612750
6958,1436489616529
6958,1436489644392
6958,1436489660072
6958,1436489665353
6958,1436489666706
6958,1436489679152
6958,1436489704406
6958,1436489705220
6958,1436489740755
6958,1436489751666
6958,1436489754003
6958,1436489769093
6958,1436489798947
6958,1436489980567
6958,1436490039381
6958,1436490053559
6958,1436490071506
6958,1436490092647
6958,1436490094183
6958,1436490195831
6958,1436490226807
6958,1436490242767
6958,1436490295064
6958,1436490296772
6958,1436490364978
6958,1436490417333
6958,1436490486088
6958,1436490493183
6958,1436490535319
6958,1436490537674
6958,1436490553417
6958,1436490679042
6958,1436490729793
6958,1436490743108
6958,1436490764202
6958,1436490767448
6958,1436490777201
6958,1436490781502
6958,1436490795269
6958,1436490798950
6958,1436490807122
6958,1436490808204
6958,1436490823021
6958,1436490837363
6958,1436490858025
6958,1436490865046
6958,1436490871628
6958,1436490878082
6958,1436490884222
6958,1436490886922
6958,1436490897840
6958,1436491137802
6958,1436491138149
6958,1436491138195
6958,1436491138320
6958,1436491146451
6958,1436491186229
6958,1436546819191
6958,1436547013125
6958,1436547188305
6958,1436547208684
6958,1436547513338
6958,1436547574609
6958,1436547728018
6958,1436548356053
6958,1436548631566
6958,1436559858456
6958,1436592700409
6958,1436680433976
6958,1436736821356
7016,1434435559612
7016,1434435572044
7016,1434479710454
7016,1434479807941
7016,1434479977497
7016,1434480003044
7016,1434481303045
7016,1434500172144
7016,1434500172160
7244,1435864854220
7244,1435864857726
7244,1435864866068
7244,1435866062999
7330,1432150406539
7330,1432150486570
7330,1432151009045
7330,1432242543867
7330,1432242612542
7633,1442458654189
7633,1442458661749
7633,1442458759559
7633,1442458772045
7633,1442458955729
7633,1442459174303
7773,1441330460246
7773,1441330579512
7969,1432769456670
7969,1432770263090
7969,1432770287986
7969,1432770620765
7969,1432771846064
7969,1432772207556
7969,1432773177092
7969,1432773180044
7969,1432773191032
7969,1432773266446
7969,1432838783190
7969,1432933860690
7969,1432933891465
7969,1432933912666
7969,1432933930480
7969,1432942846595
7969,1433281742489
8043,1437522389406
8043,1439840835335
8043,1439841642743
8043,1439842412779
8043,1439842630774
8043,1440105131703
8043,1440105495674
8043,1440105594992
8043,1440107240059
8043,1440107331263
8083,1441376914416
8083,1441890671883
8083,1441890678788
8083,1441890739218
8083,1442413558091
8083,1442413644163
8083,1442413740051
8083,1442421158846
8314,1430766957607
8314,1430767055471
8411,1440465282075
8411,1440465307876
8411,1440465549126
8411,1442013639854
8411,1442013714764
8411,1442013783151
8411,1442013850917
8411,1442014548924
8411,1442015217746
8411,1442015529738
8411,1442015643715
8516,1431722082759
8516,1431722329636
8516,1431722962111
8516,1431723038574
8516,1431723182180
8516,1431723305556
8516,1434401099746
8516,1434401287823
8516,1434401482255
8670,1439852261263
8670,1439852755662
8670,1439869268711
8670,1439870018415
8670,1439907250015
8670,1439915063088
8670,1439933782974
8670,1439935142181
8670,1439992185386
8670,1439999374369
8670,1439999442836
8670,1439999968995
8731,1434566494174
8731,1434566587988
8731,1434566879191
8731,1434567212180
8731,1434574728521
8731,1434574864176
8731,1434574915888
8731,1434575168309
8731,1434575367384
8876,1430954999681
8876,1430955002297
8876,1430955407535
8914,1430840189048
8914,1430841256050
8914,1430841408389
8914,1430841799788
8914,1430843361971
8914,1430843392645
8914,1430843397270
8914,1430843433157
8914,1430843720253
8914,1430845618473
8914,1430847175364
8914,1430847441744
8914,1430847460989
8914,1430930922734
8914,1430930954516
8914,1430930986865
8914,1430931653563
8914,1430931713885
8914,1430931917562
8914,1431099286092
8914,1431449805689
8914,1431450644328
8914,1431450647521
8914,1431450849726
8914,1431452649466
8914,1431465928418
8914,1431466038666
8914,1431468216212
8914,1431470008212
8914,1433198479926
8914,1435618109786
8914,1435618235068
8914,1435618288250
8914,1435943001359
8914,1435954366339
8914,1435954647325
8914,1437757662564
8914,1438703316372
9079,1439950966443
9079,1439950995215
9079,1439951022038
9079,1439951023559
9079,1439951263681
9079,1439951514410
9079,1439951514495
9079,1439956450747
9099,1434957165385
9099,1434957210994
9099,1434958268869
9099,1434958362799
9099,1434958395149
9099,1434958836190
9145,1438102623195
9145,1438102625182
9145,1438102648506
9145,1438102713424
9145,1438362151702
9145,1438362168576
9145,1438362227344
9145,1438362229506
9145,1438362338179
9145,1438362338961
9145,1438362408109
9145,1438362410876
9145,1438362424789
9145,1441906392085
9145,1441906540846
9145,1441906583381
9145,1441906677756
9145,1441906781704
9145,1441906850333
9145,1441906934900
9145,1441906956281
9145,1441907028961
9145,1441907029008
9155,1440569376041
9155,1440571042195
9155,1440571464895
9235,1436597923332
9235,1436598237428
9498,1442100313604
9498,1442100330684
9498,1442100339088
9498,1442100792015
9498,1442100921858
9498,1442104696236
9519,1438056564828
9519,1438056565688
9519,1438057501573
10023,1437802350475
10023,1437802443395
10023,1437802489651
10023,1437802551578
10023,1437802665392
10023,1437802689111
10023,1437802889567
10023,1437803170290
10023,1437803197750
10023,1437803832529
10023,1437803832529
10248,1436762812895
10248,1436762924007
10248,1436763263356
10443,1431983736964
10443,1431983991032
10443,1431984365374
10539,1432260974317
10539,1432261088407
10539,1432261486795
10539,1432352115473
10539,1432352120571
10539,1435108183252
10539,1435108285114
10539,1435108826270
10539,1435112784423
10560,1430799412320
10560,1430808314141
10560,1430808665587
10560,1430809016722
10685,1438988932542
10685,1438989146082
10685,1438989453710
11172,1442367840118
11172,1442367984744
11172,1442416272831
11172,1442427981952
11172,1442435967106
11172,1442436261708
11209,1439399472087
11209,1439400056909
11209,1439401246179
11209,1439402467720
11209,1439417468866
11209,1439417519548
11209,1439417543883
11209,1439417871500
11209,1439417885082
11209,1439417892406
11209,1439417921685
11209,1439418159169
11209,1439418239636
11209,1439418247480
11209,1439418277716
11209,1439418401362
11209,1439418416794
11209,1439418447038
11209,1439418585142
11209,1439418585251
11209,1439418585267
11209,1439418585407
11248,1432661244278
11248,1432661329421
11248,1432661465287
11248,1432661655287
11248,1432661673352
11248,1432661800148
11248,1432662054779
11248,1432664493725
11248,1432664563017
11248,1432664624184
11248,1432666632381
11248,1432666634341
11248,1432666666659
11287,1436310718939
11287,1436310722008
11287,1436310734180
11287,1436313113783
11333,1433793242748
11333,1433793420880
11333,1433793498114
11333,1433793571304
11333,1433793628704
11333,1433793688351
11333,1433793738419
11333,1433793804602
11333,1433793837716
11333,1433793871276
11333,1433793953841
11333,1433794008102
11333,1433794070224
11333,1433794100976
11333,1433794139014
11333,1433794170575
11333,1433794220012
11333,1433794232993
11333,1433816533177
11333,1433816567054
11333,1433816608951
11333,1433816674718
11333,1433817039138
11333,1433818193372
11333,1434319342425
11333,1435253811881
11333,1435369700414
11333,1435704715964
11333,1435704836002
11333,1435704978750
11333,1435807446267
11333,1435807519309
11333,1435807549354
11333,1435807662010
11333,1435807676384
11333,1435810221317
11333,1435848455104
11333,1435969676109
11333,1435969814563
11333,1435969895019
11333,1435969947436
11333,1435970031592
11333,1435970123127
11333,1435971197792
11333,1435971598674
11333,1436196003006
11333,1436196041462
11333,1437681205901
11333,1437681299516
11333,1437681529280
11333,1437752368715
11333,1437752417604
11438,1442350043744
11438,1442350892553
11438,1442351074050
11438,1442351921059
11462,1436405220354
11462,1436405803964
11462,1436406725771
11462,1436407106186
11462,1436407399386
11462,1436407466089
11462,1436407594169
11462,1436410592462
11462,1436410766629
11462,1436410908788
11462,1436410912088
11462,1436411030676
11462,1436411687886
11462,1436411777525
11462,1436411846385
11462,1436412271620
11462,1436412313699
11462,1436412701074
11462,1436412779127
11462,1436413067189
11508,1434733761629
11508,1434733834006
11508,1434736912254
11508,1434737223092
11508,1434737448944
11508,1434737748452
12046,1432396863812
12046,1432396934134
12046,1432396934181
12046,1432396977383
12046,1432396977399
12046,1432396986751
12046,1432396986753
12046,1432397496727
12046,1432707373329
12046,1432707397977
12046,1432707397977
12046,1432707406933
12046,1432707406960
12067,1439824019430
12067,1439824041722
12067,1440135020037
12067,1440135184759
12067,1440135237307
12134,1442372387239
12134,1442372549065
12148,1432841745767
12148,1432842082521
12148,1432842155700
12148,1432842404856
12148,1432842491804
12148,1432842632170
12148,1432842660422
12148,1432842741897
12148,1432842779754
12148,1432842831369
12148,1432842917169
12148,1432929098319
12148,1432929587699
12148,1432929764126
12148,1432930237693
12148,1432930411880
12148,1432930698907
12148,1432930717736
12148,1432931089710
12148,1432931134498
12148,1432931167228
12148,1432931219001
12148,1432931327338
12148,1432931354080
12148,1433245120457
12148,1433245304049
12148,1433245449067
12148,1433249762759
12148,1433260083007
12148,1433260083023
12148,1433260083023
12295,1434747439270
12295,1434747550659
12295,1434747715043
12295,1434747715752
12295,1434748151501
12356,1431323513905
12356,1431323909526
12356,1431323954306
12356,1431323954760
12356,1431323968697
12356,1432176511098
12356,1432176541844
12356,1432176576821
12356,1432176654108
12356,1432176660160
12356,1432176662229
12356,1432176811526
12356,1432176840041
12356,1432176926238
12356,1433126903683
12356,1433127022609
12356,1433127091932
12356,1433127108631
12356,1433127462838
12356,1433127570075
12356,1433127584287
12356,1433127709021
12356,1433214386959
12356,1434268980839
12356,1434269009501
12356,1434269030825
12356,1434347023234
12356,1437266923115
12356,1437267017759
12356,1438224234754
12356,1438224260417
12356,1438224317398
12356,1438224330191
12356,1438229949339
12356,1438230000785
12356,1438230128592
12356,1438230358415
12356,1438230410947
12356,1438230579889
12356,1438230585703
12356,1438230995775
12356,1440388877386
12356,1440388965775
12356,1440388986865
12356,1440388997795
12356,1440389258073
12356,1440389271815
12356,1440389884763
12356,1440389942868
12356,1440389954196
12356,1440392840154
12356,1440392875275
12356,1440392892732
12356,1440392934469
12356,1440393013662
12356,1440396992955
12356,1440397100641
12356,1440397129177
12356,1440397176499
12356,1440397243338
12356,1440397410015
12356,1440397414364
12506,1434824865273
12506,1434824884944
12506,1434825089094
12506,1434825271045
12506,1437412706980
12506,1437412770926
12506,1437412796016
12579,1431012083570
12579,1431012100609
12579,1431012113536
12579,1431012134552
12579,1431012341310
12579,1431012401420
12579,1431012462477
12579,1431013262919
12579,1431013429109
12579,1431013448500
12579,1431013461188
12579,1431013515954
12579,1431013536142
12579,1431013600143
12579,1431013657690
12579,1431013702019
12579,1431013892568
12579,1431013905772
12579,1431014291808
12579,1431014291808
12579,1431841049310
12579,1431841093495
12579,1431841174042
12579,1431841188186
12579,1431841209457
12579,1431841245418
12579,1431841280244
12579,1431841311232
12579,1431841728569
12579,1431841789304
12579,1431841852516
12579,1431841916778
12579,1431841970636
12579,1431842080196
12579,1431842272709
12579,1431842277155
12579,1431842392309
12579,1431842494744
12579,1431842539515
12579,1431842608614
12579,1431842617072
12579,1431842753728
12579,1432096340102
12579,1432096578842
12579,1432096585172
12579,1432096626253
12579,1432351040243
12579,1432358601657
12579,1432358658896
12579,1432358772446
12579,1433311890099
12579,1433312148911
12579,1433312161096
12579,1433312201938
12579,1433824625826
12579,1433824641599
12579,1433824668947
12579,1433824726176
12579,1433824750509
12579,1433824773762
12579,1433824969672
12579,1433825039959
12579,1433825115974
12579,1433825132611
12579,1433825151732
12579,1433825239839
12579,1433825295454
12579,1433825320065
12579,1433825327536
12579,1433825381719
12579,1433825415831
12579,1433825429152
12579,1433825473927
12579,1433825491465
12579,1433825582626
12579,1433825659134
12579,1433825690921
12579,1433825740846
12579,1433825756991
12579,1433825849208
12579,1433826036647
12579,1433826048500
12579,1433826109739
12579,1433826134794
12579,1433826149539
12579,1433826211119
12579,1433826232917
12579,1433826247134
12579,1433826271234
12579,1433826284639
