visitorid,purchase_recency_days,purchase_occasion_count,purchase_event_count,snapshot_id
35186,31.134407256944446,1,1,snapshot_20150919T025947Z
35339,114.09738784722222,1,1,snapshot_20150919T025947Z
35623,45.20431684027778,1,4,snapshot_20150919T025947Z
36007,127.31768282407407,1,1,snapshot_20150919T025947Z
36250,86.24471509259259,1,1,snapshot_20150919T025947Z
36310,88.37772988425925,1,1,snapshot_20150919T025947Z
36450,136.39055163194445,1,1,snapshot_20150919T025947Z
36502,85.97047626157408,1,3,snapshot_20150919T025947Z
36640,26.238156643518522,1,1,snapshot_20150919T025947Z
36682,56.36692003472222,1,1,snapshot_20150919T025947Z
36707,61.478140624999995,1,1,snapshot_20150919T025947Z
36866,7.956569525462963,1,2,snapshot_20150919T025947Z
36989,119.26668510416667,1,1,snapshot_20150919T025947Z
37093,50.93171288194444,1,1,snapshot_20150919T025947Z
37183,58.926157974537034,1,1,snapshot_20150919T025947Z
37191,4.9569883449074075,1,1,snapshot_20150919T025947Z
37288,81.22707481481481,1,1,snapshot_20150919T025947Z
37382,108.45265436342592,1,1,snapshot_20150919T025947Z
37574,33.517515370370376,1,1,snapshot_20150919T025947Z
37845,25.17382195601852,1,1,snapshot_20150919T025947Z
37972,44.94075608796296,1,1,snapshot_20150919T025947Z
38015,105.33986751157407,2,2,snapshot_20150919T025947Z
38102,112.42410894675926,1,1,snapshot_20150919T025947Z
38103,31.275848854166668,1,7,snapshot_20150919T025947Z
38245,114.26079649305555,1,1,snapshot_20150919T025947Z
38711,59.29139375,1,2,snapshot_20150919T025947Z
38878,89.11907194444444,1,1,snapshot_20150919T025947Z
39203,2.386858275462963,1,1,snapshot_20150919T025947Z
39272,82.22978228009259,1,1,snapshot_20150919T025947Z
39467,46.326235277777776,1,1,snapshot_20150919T025947Z
39480,84.25363385416667,1,4,snapshot_20150919T025947Z
39706,128.5641610763889,1,1,snapshot_20150919T025947Z
39985,19.046286886574073,1,1,snapshot_20150919T025947Z
40024,38.54273575231481,1,1,snapshot_20150919T025947Z
40050,116.35556583333333,1,1,snapshot_20150919T025947Z
40175,107.19363445601853,1,1,snapshot_20150919T025947Z
40251,92.93085622685186,1,1,snapshot_20150919T025947Z
40353,56.52732680555556,1,1,snapshot_20150919T025947Z
40618,124.7039530324074,1,1,snapshot_20150919T025947Z
40802,135.48643758101852,1,1,snapshot_20150919T025947Z
40879,106.35700474537038,1,1,snapshot_20150919T025947Z
41016,122.21949989583332,1,1,snapshot_20150919T025947Z
41098,85.50136230324074,1,1,snapshot_20150919T025947Z
41278,123.93788994212963,1,1,snapshot_20150919T025947Z
41386,136.92045582175925,1,1,snapshot_20150919T025947Z
41416,7.9812381597222215,1,1,snapshot_20150919T025947Z
41529,133.98700162037036,1,1,snapshot_20150919T025947Z
41903,87.38743788194445,1,1,snapshot_20150919T025947Z
42011,31.139172430555558,1,1,snapshot_20150919T025947Z
42040,106.95605054398149,1,1,snapshot_20150919T025947Z
42059,124.9450535763889,1,1,snapshot_20150919T025947Z
42168,4.112957881944444,1,1,snapshot_20150919T025947Z
42192,136.43170018518518,1,1,snapshot_20150919T025947Z
42261,44.91354644675926,1,1,snapshot_20150919T025947Z
42326,85.17158171296296,1,1,snapshot_20150919T025947Z
42435,102.04452782407407,1,1,snapshot_20150919T025947Z
42552,11.952053738425926,2,13,snapshot_20150919T025947Z
42669,49.941588090277776,1,1,snapshot_20150919T025947Z
42857,53.16615399305556,1,1,snapshot_20150919T025947Z
42942,103.29158550925926,1,1,snapshot_20150919T025947Z
43176,4.380815729166667,1,2,snapshot_20150919T025947Z
43354,93.37004659722221,1,1,snapshot_20150919T025947Z
43393,123.15688445601852,1,1,snapshot_20150919T025947Z
43605,88.33664844907408,1,1,snapshot_20150919T025947Z
43643,43.25402128472222,1,1,snapshot_20150919T025947Z
43687,28.376062314814813,1,1,snapshot_20150919T025947Z
43770,128.19523336805557,1,1,snapshot_20150919T025947Z
43775,95.10064675925926,1,1,snapshot_20150919T025947Z
43804,87.87560320601851,1,1,snapshot_20150919T025947Z
44326,52.33199769675926,1,1,snapshot_20150919T025947Z
44566,51.55034601851852,1,1,snapshot_20150919T025947Z
44880,37.151983900462966,2,2,snapshot_20150919T025947Z
44885,113.188476875,1,1,snapshot_20150919T025947Z
45018,99.57811234953704,1,2,snapshot_20150919T025947Z
45113,52.40754623842593,1,1,snapshot_20150919T025947Z
45183,58.463791666666665,1,1,snapshot_20150919T025947Z
45270,11.296736296296295,1,1,snapshot_20150919T025947Z
45512,104.09786797453704,1,1,snapshot_20150919T025947Z
45825,78.15603765046296,1,2,snapshot_20150919T025947Z
45870,81.21057270833333,1,2,snapshot_20150919T025947Z
45969,17.23611585648148,1,1,snapshot_20150919T025947Z
46167,125.10688171296296,2,2,snapshot_20150919T025947Z
46535,94.28570050925926,4,4,snapshot_20150919T025947Z
46568,61.18091232638889,1,1,snapshot_20150919T025947Z
46748,13.89043869212963,1,1,snapshot_20150919T025947Z
46805,115.9414217013889,1,1,snapshot_20150919T025947Z
46841,37.41880806712963,1,1,snapshot_20150919T025947Z
47004,86.13270770833334,1,1,snapshot_20150919T025947Z
47029,137.27148758101853,1,2,snapshot_20150919T025947Z
47153,9.399336793981481,1,1,snapshot_20150919T025947Z
47197,52.97079091435185,1,1,snapshot_20150919T025947Z
47433,4.094738576388889,1,1,snapshot_20150919T025947Z
47467,123.18189542824075,1,1,snapshot_20150919T025947Z
47582,50.481705949074076,1,1,snapshot_20150919T025947Z
47803,8.460680995370371,2,2,snapshot_20150919T025947Z
48168,37.15386878472222,1,1,snapshot_20150919T025947Z
48245,46.313255115740745,1,1,snapshot_20150919T025947Z
48703,82.41138975694444,1,1,snapshot_20150919T025947Z
48728,70.21976748842593,1,3,snapshot_20150919T025947Z
48768,125.35652319444445,1,1,snapshot_20150919T025947Z
48820,58.027441527777775,4,34,snapshot_20150919T025947Z
48896,129.46290579861113,1,1,snapshot_20150919T025947Z
49120,110.1564199537037,1,1,snapshot_20150919T025947Z
49158,86.09143355324075,1,1,snapshot_20150919T025947Z
49266,4.386213553240741,1,1,snapshot_20150919T025947Z
49275,124.24107817129628,1,1,snapshot_20150919T025947Z
49347,73.37231666666666,1,1,snapshot_20150919T025947Z
49384,87.2138082638889,1,1,snapshot_20150919T025947Z
50340,38.436576296296295,1,1,snapshot_20150919T025947Z
50467,95.05408730324075,1,1,snapshot_20150919T025947Z
50555,84.94845743055555,1,1,snapshot_20150919T025947Z
50687,8.36311423611111,1,1,snapshot_20150919T025947Z
50847,110.84437206018518,1,1,snapshot_20150919T025947Z
50921,107.41277046296297,2,2,snapshot_20150919T025947Z
51304,35.1790637962963,1,1,snapshot_20150919T025947Z
51591,32.213979988425926,1,1,snapshot_20150919T025947Z
51595,129.37394461805556,1,2,snapshot_20150919T025947Z
51613,76.15642795138889,1,1,snapshot_20150919T025947Z
51670,58.34361592592593,1,1,snapshot_20150919T025947Z
51676,135.21370827546295,1,1,snapshot_20150919T025947Z
51831,134.0339688773148,1,2,snapshot_20150919T025947Z
51951,70.00632153935184,1,1,snapshot_20150919T025947Z
52108,106.43287577546296,1,1,snapshot_20150919T025947Z
52183,50.84397962962963,1,1,snapshot_20150919T025947Z
52305,32.43125163194444,1,1,snapshot_20150919T025947Z
52363,23.931645034722223,1,1,snapshot_20150919T025947Z
52406,27.840830740740742,1,1,snapshot_20150919T025947Z
52452,94.49900383101851,1,1,snapshot_20150919T025947Z
52484,73.18751347222222,1,1,snapshot_20150919T025947Z
52493,19.131652453703705,1,1,snapshot_20150919T025947Z
52674,91.34012431712964,1,1,snapshot_20150919T025947Z
52701,24.171186493055554,1,1,snapshot_20150919T025947Z
52860,92.9086673263889,1,1,snapshot_20150919T025947Z
52940,85.49449956018519,1,1,snapshot_20150919T025947Z
52967,20.844907824074074,1,1,snapshot_20150919T025947Z
53051,66.9004197337963,1,3,snapshot_20150919T025947Z
53164,10.256276099537038,1,2,snapshot_20150919T025947Z
53181,106.91484099537037,1,1,snapshot_20150919T025947Z
53691,53.26242535879629,1,1,snapshot_20150919T025947Z
53842,121.06145063657408,56,64,snapshot_20150919T025947Z
53925,79.25205939814815,1,1,snapshot_20150919T025947Z
53982,91.21897172453703,1,2,snapshot_20150919T025947Z
54002,111.8893059375,1,1,snapshot_20150919T025947Z
54007,126.95693483796296,1,1,snapshot_20150919T025947Z
54011,116.25223344907408,1,1,snapshot_20150919T025947Z
54017,72.25715950231482,1,1,snapshot_20150919T025947Z
54032,120.39743958333332,1,1,snapshot_20150919T025947Z
54121,70.42298579861111,1,1,snapshot_20150919T025947Z
54210,13.006567037037037,1,1,snapshot_20150919T025947Z
54493,75.38197158564815,2,2,snapshot_20150919T025947Z
54524,64.25695315972222,1,3,snapshot_20150919T025947Z
54535,137.32897594907408,1,4,snapshot_20150919T025947Z
54639,56.0093578125,1,1,snapshot_20150919T025947Z
54672,136.33070844907408,1,1,snapshot_20150919T025947Z
54845,26.794475219907408,1,1,snapshot_20150919T025947Z
54958,66.29841071759259,1,1,snapshot_20150919T025947Z
54960,54.43121821759259,1,1,snapshot_20150919T025947Z
55018,101.85739773148148,1,1,snapshot_20150919T025947Z
55023,100.00709696759259,1,1,snapshot_20150919T025947Z
55135,109.18061630787037,1,1,snapshot_20150919T025947Z
55270,113.20407038194445,1,1,snapshot_20150919T025947Z
55389,122.28238238425925,7,7,snapshot_20150919T025947Z
55599,37.38525554398148,1,1,snapshot_20150919T025947Z
55609,89.64901324074074,1,1,snapshot_20150919T025947Z
55697,91.50182321759259,1,1,snapshot_20150919T025947Z
55838,124.18578390046297,1,4,snapshot_20150919T025947Z
55843,122.39482501157407,1,1,snapshot_20150919T025947Z
55897,6.365003125,1,1,snapshot_20150919T025947Z
56096,17.304797650462962,1,1,snapshot_20150919T025947Z
56203,52.19718739583334,1,1,snapshot_20150919T025947Z
56312,91.29424162037037,1,1,snapshot_20150919T025947Z
56332,112.12629188657408,1,1,snapshot_20150919T025947Z
56541,76.08202754629629,1,1,snapshot_20150919T025947Z
56645,39.36951427083333,1,1,snapshot_20150919T025947Z
56745,93.419140625,1,1,snapshot_20150919T025947Z
56775,134.50792755787037,2,2,snapshot_20150919T025947Z
56971,6.398223368055555,1,1,snapshot_20150919T025947Z
57006,105.02320010416666,1,1,snapshot_20150919T025947Z
57088,57.175724502314814,1,1,snapshot_20150919T025947Z
57111,85.55085344907407,1,1,snapshot_20150919T025947Z
57246,135.22731883101852,1,1,snapshot_20150919T025947Z
57499,60.90144728009259,1,1,snapshot_20150919T025947Z
57559,37.412740219907406,1,1,snapshot_20150919T025947Z
57739,83.03831487268519,1,1,snapshot_20150919T025947Z
57905,107.19336375,34,44,snapshot_20150919T025947Z
57925,51.901285127314814,1,1,snapshot_20150919T025947Z
57929,36.9895977662037,1,1,snapshot_20150919T025947Z
58013,27.44466503472222,1,1,snapshot_20150919T025947Z
58024,100.03790186342593,2,2,snapshot_20150919T025947Z
58074,91.5924203125,1,1,snapshot_20150919T025947Z
58597,28.16000740740741,1,2,snapshot_20150919T025947Z
58730,100.20797704861111,1,1,snapshot_20150919T025947Z
58740,68.91904890046297,1,1,snapshot_20150919T025947Z
58970,51.07922449074074,1,1,snapshot_20150919T025947Z
59209,44.994289664351854,1,1,snapshot_20150919T025947Z
59291,20.89681644675926,1,2,snapshot_20150919T025947Z
