representation,method,selection,candidate_id,cluster,cluster_is_noise,feature,n_customers,share_of_all_customers,share_of_non_noise_customers,median,q25,q75,global_median,iqr_effect
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,0,False,distinct_top_categories,11716,0.9997440054612168,0.9997440054612168,1.0,1.0,1.0,1.0,
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,0,False,top_category_share,11716,0.9997440054612168,0.9997440054612168,1.0,0.8333333333333334,1.0,1.0,0.0
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,1,False,purchase_recency_days,2,0.0001706630258554484,0.0001706630258554484,22.76205611689815,15.435250656828703,30.088861576967595,71.89734398148147,-0.7336481741350988
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,1,False,purchase_occasion_count,2,0.0001706630258554484,0.0001706630258554484,1.0,1.0,1.0,1.0,
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,1,False,purchase_event_count,2,0.0001706630258554484,0.0001706630258554484,3.0,2.5,3.5,1.0,
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,1,False,total_events,2,0.0001706630258554484,0.0001706630258554484,13.5,12.75,14.25,6.0,0.9375
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,1,False,active_days,2,0.0001706630258554484,0.0001706630258554484,1.0,1.0,1.0,1.0,0.0
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,1,False,cart_per_view,2,0.0001706630258554484,0.0001706630258554484,9.5,9.25,9.75,0.25,23.785714285714285
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,1,False,transaction_per_view,2,0.0001706630258554484,0.0001706630258554484,3.0,2.5,3.5,0.2857142857142857,7.238095238095238
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,1,False,activity_span_days,2,0.0001706630258554484,0.0001706630258554484,0.00683315972222215,0.005788287037036975,0.007878032407407325,0.0697286689814814,-0.01062805995293264
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,1,False,mean_interevent_hours,2,0.0001706630258554484,0.0001706630258554484,0.013799862012986951,0.010965714736652175,0.016634009289321725,0.2632017592592592,-0.02230807115050257
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,1,False,session_count_30m,2,0.0001706630258554484,0.0001706630258554484,1.0,1.0,1.0,2.0,-0.5
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,1,False,distinct_top_categories,2,0.0001706630258554484,0.0001706630258554484,1.0,1.0,1.0,1.0,
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,1,False,top_category_share,2,0.0001706630258554484,0.0001706630258554484,1.0,1.0,1.0,1.0,0.0
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,2,False,purchase_recency_days,1,8.53315129277242e-05,8.53315129277242e-05,66.94091412037038,66.94091412037038,66.94091412037038,71.89734398148147,-0.07400538138403494
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,2,False,purchase_occasion_count,1,8.53315129277242e-05,8.53315129277242e-05,1.0,1.0,1.0,1.0,
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,2,False,purchase_event_count,1,8.53315129277242e-05,8.53315129277242e-05,6.0,6.0,6.0,1.0,
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,2,False,total_events,1,8.53315129277242e-05,8.53315129277242e-05,14.0,14.0,14.0,6.0,1.0
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,2,False,active_days,1,8.53315129277242e-05,8.53315129277242e-05,2.0,2.0,2.0,1.0,1.0
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,2,False,cart_per_view,1,8.53315129277242e-05,8.53315129277242e-05,7.0,7.0,7.0,0.25,17.357142857142858
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,2,False,transaction_per_view,1,8.53315129277242e-05,8.53315129277242e-05,6.0,6.0,6.0,0.2857142857142857,15.238095238095239
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,2,False,activity_span_days,1,8.53315129277242e-05,8.53315129277242e-05,0.3463076851851852,0.3463076851851852,0.3463076851851852,0.0697286689814814,0.046736220130109675
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,2,False,mean_interevent_hours,1,8.53315129277242e-05,8.53315129277242e-05,0.6393372649572651,0.6393372649572651,0.6393372649572651,0.2632017592592592,0.033643920579544816
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,2,False,session_count_30m,1,8.53315129277242e-05,8.53315129277242e-05,2.0,2.0,2.0,2.0,0.0
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,2,False,distinct_top_categories,1,8.53315129277242e-05,8.53315129277242e-05,1.0,1.0,1.0,1.0,
rich,classix,unconstrained_silhouette,classix_r1.75_m1_distance,2,False,top_category_share,1,8.53315129277242e-05,8.53315129277242e-05,1.0,1.0,1.0,1.0,0.0
rich,classix,deployment_acceptable,classix_r0.75_m10_density,-1,True,purchase_recency_days,218,0.018602269818243877,0.0,40.15892537037037,14.207744285300928,93.21503016203704,71.89734398148147,-0.47389226513030747
rich,classix,deployment_acceptable,classix_r0.75_m10_density,-1,True,purchase_occasion_count,218,0.018602269818243877,0.0,2.0,1.0,4.0,1.0,
rich,classix,deployment_acceptable,classix_r0.75_m10_density,-1,True,purchase_event_count,218,0.018602269818243877,0.0,4.0,2.0,12.0,1.0,
rich,classix,deployment_acceptable,classix_r0.75_m10_density,-1,True,total_events,218,0.018602269818243877,0.0,37.0,7.0,156.25,6.0,3.875
rich,classix,deployment_acceptable,classix_r0.75_m10_density,-1,True,active_days,218,0.018602269818243877,0.0,2.0,1.0,10.0,1.0,1.0
rich,classix,deployment_acceptable,classix_r0.75_m10_density,-1,True,cart_per_view,218,0.018602269818243877,0.0,0.7784011220196354,0.08423913043478258,2.0,0.25,1.3587457423362053
rich,classix,deployment_acceptable,classix_r0.75_m10_density,-1,True,transaction_per_view,218,0.018602269818243877,0.0,0.6376811594202898,0.08861236802413267,1.7991071428571428,0.2857142857142857,0.9385783298826776
rich,classix,deployment_acceptable,classix_r0.75_m10_density,-1,True,activity_span_days,218,0.018602269818243877,0.0,5.954921458333333,0.05008857638888883,56.25547076678241,0.0697286689814814,0.9944777065397594
rich,classix,deployment_acceptable,classix_r0.75_m10_density,-1,True,mean_interevent_hours,218,0.018602269818243877,0.0,1.439571559602389,0.07264576508620688,13.648147221768339,0.2632017592592592,0.10522189885124975
rich,classix,deployment_acceptable,classix_r0.75_m10_density,-1,True,session_count_30m,218,0.018602269818243877,0.0,3.0,2.0,17.75,2.0,0.5
rich,classix,deployment_acceptable,classix_r0.75_m10_density,-1,True,distinct_top_categories,218,0.018602269818243877,0.0,2.0,1.0,6.75,1.0,
rich,classix,deployment_acceptable,classix_r0.75_m10_density,-1,True,top_category_share,218,0.018602269818243877,0.0,0.6614583333333333,0.3850939694341181,1.0,1.0,-2.031250000000001
rich,classix,deployment_acceptable,classix_r0.75_m10_density,576,False,purchase_recency_days,33,0.002815939926614899,0.0028693157116772457,86.01341131944444,52.12684224537037,104.99720848379629,71.89734398148147,0.21076964191206868
rich,classix,deployment_acceptable,classix_r0.75_m10_density,576,False,purchase_occasion_count,33,0.002815939926614899,0.0028693157116772457,56.0,39.0,82.0,1.0,
rich,classix,deployment_acceptable,classix_r0.75_m10_density,576,False,purchase_event_count,33,0.002815939926614899,0.0028693157116772457,64.0,51.0,101.0,1.0,
rich,classix,deployment_acceptable,classix_r0.75_m10_density,576,False,total_events,33,0.002815939926614899,0.0028693157116772457,869.0,606.0,1663.0,6.0,107.875
rich,classix,deployment_acceptable,classix_r0.75_m10_density,576,False,active_days,33,0.002815939926614899,0.0028693157116772457,12.0,10.0,19.0,1.0,11.0
rich,classix,deployment_acceptable,classix_r0.75_m10_density,576,False,cart_per_view,33,0.002815939926614899,0.0028693157116772457,0.1208226221079691,0.0898123324396782,0.1569892473118279,0.25,-0.33217040029379374
rich,classix,deployment_acceptable,classix_r0.75_m10_density,576,False,transaction_per_view,33,0.002815939926614899,0.0028693157116772457,0.0987292277614858,0.080672268907563,0.1319543509272467,0.2857142857142857,-0.49862682120746643
rich,classix,deployment_acceptable,classix_r0.75_m10_density,576,False,activity_span_days,33,0.002815939926614899,0.0028693157116772457,20.984724293981483,13.321401597222222,31.367025023148145,0.0697286689814814,3.5342082453223753
rich,classix,deployment_acceptable,classix_r0.75_m10_density,576,False,mean_interevent_hours,33,0.002815939926614899,0.0028693157116772457,0.4805993714890201,0.3143364413735343,0.8352129072231437,0.2632017592592592,0.019445407012208933
rich,classix,deployment_acceptable,classix_r0.75_m10_density,576,False,session_count_30m,33,0.002815939926614899,0.0028693157116772457,36.0,31.0,54.0,2.0,17.0
rich,classix,deployment_acceptable,classix_r0.75_m10_density,576,False,distinct_top_categories,33,0.002815939926614899,0.0028693157116772457,14.0,13.0,15.0,1.0,
rich,classix,deployment_acceptable,classix_r0.75_m10_density,576,False,top_category_share,33,0.002815939926614899,0.0028693157116772457,0.3542234332425068,0.3304347826086956,0.4202719406674907,1.0,-3.8746594005449597
rich,classix,deployment_acceptable,classix_r0.75_m10_density,684,False,purchase_recency_days,1137,0.09702193019882242,0.0988609686114251,127.32988238425924,106.44816802083334,135.33388666666667,71.89734398148147,0.8276735998566339
rich,classix,deployment_acceptable,classix_r0.75_m10_density,684,False,purchase_occasion_count,1137,0.09702193019882242,0.0988609686114251,1.0,1.0,1.0,1.0,
rich,classix,deployment_acceptable,classix_r0.75_m10_density,684,False,purchase_event_count,1137,0.09702193019882242,0.0988609686114251,1.0,1.0,1.0,1.0,
rich,classix,deployment_acceptable,classix_r0.75_m10_density,684,False,total_events,1137,0.09702193019882242,0.0988609686114251,4.0,3.0,7.0,6.0,-0.25
rich,classix,deployment_acceptable,classix_r0.75_m10_density,684,False,active_days,1137,0.09702193019882242,0.0988609686114251,1.0,1.0,1.0,1.0,0.0
rich,classix,deployment_acceptable,classix_r0.75_m10_density,684,False,cart_per_view,1137,0.09702193019882242,0.0988609686114251,0.3333333333333333,0.1666666666666666,1.0,0.25,0.21428571428571425
rich,classix,deployment_acceptable,classix_r0.75_m10_density,684,False,transaction_per_view,1137,0.09702193019882242,0.0988609686114251,0.5,0.25,1.0,0.2857142857142857,0.5714285714285715
rich,classix,deployment_acceptable,classix_r0.75_m10_density,684,False,activity_span_days,1137,0.09702193019882242,0.0988609686114251,0.0124431018518518,0.004402037037037,0.1862405092592592,0.0697286689814814,-0.009680094001334766
rich,classix,deployment_acceptable,classix_r0.75_m10_density,684,False,mean_interevent_hours,1137,0.09702193019882242,0.0988609686114251,0.0879398611111111,0.0380016666666666,1.0773080555555556,0.2632017592592592,-0.015676524264770647
rich,classix,deployment_acceptable,classix_r0.75_m10_density,684,False,session_count_30m,1137,0.09702193019882242,0.0988609686114251,1.0,1.0,2.0,2.0,-0.5
rich,classix,deployment_acceptable,classix_r0.75_m10_density,684,False,distinct_top_categories,1137,0.09702193019882242,0.0988609686114251,0.0,0.0,0.0,1.0,
rich,classix,deployment_acceptable,classix_r0.75_m10_density,684,False,top_category_share,1137,0.09702193019882242,0.0988609686114251,0.0,0.0,0.0,1.0,-6.000000000000002
rich,classix,deployment_acceptable,classix_r0.75_m10_density,689,False,purchase_recency_days,10331,0.8815598600563188,0.8982697156768976,66.39982288194444,35.390431979166664,95.49517847222222,71.89734398148147,-0.0820845158790996
rich,classix,deployment_acceptable,classix_r0.75_m10_density,689,False,purchase_occasion_count,10331,0.8815598600563188,0.8982697156768976,1.0,1.0,1.0,1.0,
rich,classix,deployment_acceptable,classix_r0.75_m10_density,689,False,purchase_event_count,10331,0.8815598600563188,0.8982697156768976,1.0,1.0,1.0,1.0,
rich,classix,deployment_acceptable,classix_r0.75_m10_density,689,False,total_events,10331,0.8815598600563188,0.8982697156768976,6.0,4.0,12.0,6.0,0.0
rich,classix,deployment_acceptable,classix_r0.75_m10_density,689,False,active_days,10331,0.8815598600563188,0.8982697156768976,1.0,1.0,2.0,1.0,0.0
rich,classix,deployment_acceptable,classix_r0.75_m10_density,689,False,cart_per_view,10331,0.8815598600563188,0.8982697156768976,0.25,0.10380747126436775,0.5,0.25,0.0
rich,classix,deployment_acceptable,classix_r0.75_m10_density,689,False,transaction_per_view,10331,0.8815598600563188,0.8982697156768976,0.25,0.125,0.5,0.2857142857142857,-0.09523809523809519
rich,classix,deployment_acceptable,classix_r0.75_m10_density,689,False,activity_span_days,10331,0.8815598600563188,0.8982697156768976,0.0863280555555555,0.0076314293981481,6.878866111111112,0.0697286689814814,0.0028049582198937813
rich,classix,deployment_acceptable,classix_r0.75_m10_density,689,False,mean_interevent_hours,10331,0.8815598600563188,0.8982697156768976,0.3296623333333333,0.0518515046296296,13.774569193041039,0.2632017592592592,0.005944650908905029
rich,classix,deployment_acceptable,classix_r0.75_m10_density,689,False,session_count_30m,10331,0.8815598600563188,0.8982697156768976,2.0,1.0,3.0,2.0,0.0
rich,classix,deployment_acceptable,classix_r0.75_m10_density,689,False,distinct_top_categories,10331,0.8815598600563188,0.8982697156768976,1.0,1.0,1.0,1.0,
rich,classix,deployment_acceptable,classix_r0.75_m10_density,689,False,top_category_share,10331,0.8815598600563188,0.8982697156768976,1.0,1.0,1.0,1.0,0.0
rich,kmeans,unconstrained_silhouette,kmeans_k04,0,False,purchase_recency_days,6790,0.5794009727792474,0.5794009727792474,63.302418478009265,31.92636217303241,93.96002887731481,71.89734398148147,-0.12833244042098482
rich,kmeans,unconstrained_silhouette,kmeans_k04,0,False,purchase_occasion_count,6790,0.5794009727792474,0.5794009727792474,1.0,1.0,1.0,1.0,
rich,kmeans,unconstrained_silhouette,kmeans_k04,0,False,purchase_event_count,6790,0.5794009727792474,0.5794009727792474,1.0,1.0,1.0,1.0,
rich,kmeans,unconstrained_silhouette,kmeans_k04,0,False,total_events,6790,0.5794009727792474,0.5794009727792474,5.0,3.0,7.0,6.0,-0.125
rich,kmeans,unconstrained_silhouette,kmeans_k04,0,False,active_days,6790,0.5794009727792474,0.5794009727792474,1.0,1.0,1.0,1.0,0.0
rich,kmeans,unconstrained_silhouette,kmeans_k04,0,False,cart_per_view,6790,0.5794009727792474,0.5794009727792474,0.3333333333333333,0.1666666666666666,1.0,0.25,0.21428571428571425
rich,kmeans,unconstrained_silhouette,kmeans_k04,0,False,transaction_per_view,6790,0.5794009727792474,0.5794009727792474,0.5,0.2,1.0,0.2857142857142857,0.5714285714285715
rich,kmeans,unconstrained_silhouette,kmeans_k04,0,False,activity_span_days,6790,0.5794009727792474,0.5794009727792474,0.01284098379629625,0.00436259548611105,0.07393128761574068,0.0697286689814814,-0.009612860057138305
rich,kmeans,unconstrained_silhouette,kmeans_k04,0,False,mean_interevent_hours,6790,0.5794009727792474,0.5794009727792474,0.0741350231481481,0.035332187499999945,0.2941369212962963,0.2632017592592592,-0.016911315623213453
rich,kmeans,unconstrained_silhouette,kmeans_k04,0,False,session_count_30m,6790,0.5794009727792474,0.5794009727792474,1.0,1.0,2.0,2.0,-0.5
rich,kmeans,unconstrained_silhouette,kmeans_k04,0,False,distinct_top_categories,6790,0.5794009727792474,0.5794009727792474,1.0,1.0,1.0,1.0,
rich,kmeans,unconstrained_silhouette,kmeans_k04,0,False,top_category_share,6790,0.5794009727792474,0.5794009727792474,1.0,1.0,1.0,1.0,0.0
rich,kmeans,unconstrained_silhouette,kmeans_k04,1,False,purchase_recency_days,3607,0.30779076713030123,0.30779076713030123,72.06231469907408,41.261557598379625,101.75412603009259,71.89734398148147,0.0024632086430659487
rich,kmeans,unconstrained_silhouette,kmeans_k04,1,False,purchase_occasion_count,3607,0.30779076713030123,0.30779076713030123,1.0,1.0,1.0,1.0,
rich,kmeans,unconstrained_silhouette,kmeans_k04,1,False,purchase_event_count,3607,0.30779076713030123,0.30779076713030123,1.0,1.0,2.0,1.0,
rich,kmeans,unconstrained_silhouette,kmeans_k04,1,False,total_events,3607,0.30779076713030123,0.30779076713030123,13.0,8.0,24.0,6.0,0.875
rich,kmeans,unconstrained_silhouette,kmeans_k04,1,False,active_days,3607,0.30779076713030123,0.30779076713030123,3.0,2.0,4.0,1.0,2.0
rich,kmeans,unconstrained_silhouette,kmeans_k04,1,False,cart_per_view,3607,0.30779076713030123,0.30779076713030123,0.1538461538461538,0.0769230769230769,0.25,0.25,-0.24725274725274737
rich,kmeans,unconstrained_silhouette,kmeans_k04,1,False,transaction_per_view,3607,0.30779076713030123,0.30779076713030123,0.1379310344827586,0.0714285714285714,0.25,0.2857142857142857,-0.39408866995073893
rich,kmeans,unconstrained_silhouette,kmeans_k04,1,False,activity_span_days,3607,0.30779076713030123,0.30779076713030123,16.101319097222223,5.961583686342593,47.775027557870374,0.0697286689814814,2.709012236626738
rich,kmeans,unconstrained_silhouette,kmeans_k04,1,False,mean_interevent_hours,3607,0.30779076713030123,0.30779076713030123,31.04967872222222,10.450628402469956,85.0353843993994,0.2632017592592592,2.7537357419735957
rich,kmeans,unconstrained_silhouette,kmeans_k04,1,False,session_count_30m,3607,0.30779076713030123,0.30779076713030123,4.0,3.0,6.0,2.0,1.0
rich,kmeans,unconstrained_silhouette,kmeans_k04,1,False,distinct_top_categories,3607,0.30779076713030123,0.30779076713030123,1.0,1.0,2.0,1.0,
rich,kmeans,unconstrained_silhouette,kmeans_k04,1,False,top_category_share,3607,0.30779076713030123,0.30779076713030123,1.0,0.76,1.0,1.0,0.0
rich,kmeans,unconstrained_silhouette,kmeans_k04,2,False,purchase_recency_days,166,0.014165031146002219,0.014165031146002219,63.15805487847223,25.34794436053241,100.19441776909723,71.89734398148147,-0.13048796032968693
rich,kmeans,unconstrained_silhouette,kmeans_k04,2,False,purchase_occasion_count,166,0.014165031146002219,0.014165031146002219,11.0,5.0,33.0,1.0,
rich,kmeans,unconstrained_silhouette,kmeans_k04,2,False,purchase_event_count,166,0.014165031146002219,0.014165031146002219,17.0,9.0,44.75,1.0,
rich,kmeans,unconstrained_silhouette,kmeans_k04,2,False,total_events,166,0.014165031146002219,0.014165031146002219,338.5,153.25,719.75,6.0,41.5625
rich,kmeans,unconstrained_silhouette,kmeans_k04,2,False,active_days,166,0.014165031146002219,0.014165031146002219,11.0,5.0,25.0,1.0,10.0
rich,kmeans,unconstrained_silhouette,kmeans_k04,2,False,cart_per_view,166,0.014165031146002219,0.014165031146002219,0.11508420064324096,0.05641132313264355,0.1815356856455493,0.25,-0.3469263412030947
rich,kmeans,unconstrained_silhouette,kmeans_k04,2,False,transaction_per_view,166,0.014165031146002219,0.014165031146002219,0.082612934676633,0.04151761858359783,0.14520624303232998,0.2857142857142857,-0.5416036027670739
rich,kmeans,unconstrained_silhouette,kmeans_k04,2,False,activity_span_days,166,0.014165031146002219,0.014165031146002219,31.668468761574072,7.3186260300925925,95.23972505787037,0.0697286689814814,5.339543444300359
rich,kmeans,unconstrained_silhouette,kmeans_k04,2,False,mean_interevent_hours,166,0.014165031146002219,0.014165031146002219,1.1059541156026516,0.3354055238856395,7.661810958475014,0.2632017592592592,0.07538106058991936
rich,kmeans,unconstrained_silhouette,kmeans_k04,2,False,session_count_30m,166,0.014165031146002219,0.014165031146002219,28.0,11.25,66.75,2.0,13.0
rich,kmeans,unconstrained_silhouette,kmeans_k04,2,False,distinct_top_categories,166,0.014165031146002219,0.014165031146002219,12.0,8.0,14.0,1.0,
rich,kmeans,unconstrained_silhouette,kmeans_k04,2,False,top_category_share,166,0.014165031146002219,0.014165031146002219,0.40413533834586457,0.34009964483030786,0.5131024889089405,1.0,-3.5751879699248135
rich,kmeans,unconstrained_silhouette,kmeans_k04,3,False,purchase_recency_days,1156,0.09864322894444918,0.09864322894444918,127.41700537037038,106.92900917824075,135.3538872019676,71.89734398148147,0.8289744494590987
rich,kmeans,unconstrained_silhouette,kmeans_k04,3,False,purchase_occasion_count,1156,0.09864322894444918,0.09864322894444918,1.0,1.0,1.0,1.0,
rich,kmeans,unconstrained_silhouette,kmeans_k04,3,False,purchase_event_count,1156,0.09864322894444918,0.09864322894444918,1.0,1.0,1.0,1.0,
rich,kmeans,unconstrained_silhouette,kmeans_k04,3,False,total_events,1156,0.09864322894444918,0.09864322894444918,4.0,3.0,7.0,6.0,-0.25
rich,kmeans,unconstrained_silhouette,kmeans_k04,3,False,active_days,1156,0.09864322894444918,0.09864322894444918,1.0,1.0,1.0,1.0,0.0
rich,kmeans,unconstrained_silhouette,kmeans_k04,3,False,cart_per_view,1156,0.09864322894444918,0.09864322894444918,0.4,0.1666666666666666,1.0,0.25,0.3857142857142858
rich,kmeans,unconstrained_silhouette,kmeans_k04,3,False,transaction_per_view,1156,0.09864322894444918,0.09864322894444918,0.5,0.25,1.0,0.2857142857142857,0.5714285714285715
